datasetId,openFemaDataSet,name,title,description,type,sortOrder,datasetVersion,hash,lastRefresh
openfema-15,NonDisasterAssistanceFirefighterGrants,id,ID,Unique ID assigned to the record,string,11,1,8da9b7ce1dea0e0ccf7589193377013d,2019-11-22T00:11:53.555Z
openfema-15,NonDisasterAssistanceFirefighterGrants,region,Region,Vendor States are assigned to a geographic regions. There are 58 US states and territories and each is assigned to 1 of 10 regions. Regions are 1-5 are rolled up to Eastern and 6-10 are Western,number,7,1,d4ef286f5ec2fbdd27d4ac3e47889998,2019-11-22T00:11:53.555Z
openfema-1,PublicAssistanceFundedProjectsSummaries,educationApplicant,Education Applicant,Denotes whether the applicant's primary function is educational; derived field based on suite of keywords in applicant name,boolean,7,1,f0c43d05993675e0cb22c272d247fb15,2019-11-22T00:11:53.563Z
openfema-1,PublicAssistanceFundedProjectsSummaries,hash,Hash,MD5 Hash of the fields and values of the record,string,11,1,d37339a88196946a89dd56cbd8b14dce,2019-11-22T00:11:53.565Z
openfema-1,PublicAssistanceFundedProjectsSummaries,id,ID,Unique ID assigned to the record,string,12,1,c06e0c42f05cd374e0e0652ef981704c,2019-11-22T00:11:53.614Z
openfema-22,EmergencyManagementPerformanceGrants,state,State,Entity approved for a grant,string,3,1,82126a75018bde4b841e5093f4e8e278,2019-11-22T00:11:53.615Z
openfema-22,EmergencyManagementPerformanceGrants,legalAgencyName,Legal Agency Name,The subgrantee's legal agency name,string,4,1,afa8dbf314325699a4b2ced951c8bb6b,2019-11-22T00:11:53.615Z
openfema-23,IndividualAssistanceHousingRegistrantsLargeDisasters,disasterNumber,Disaster Number,"Sequentially assigned number used to designate an event or incident declared as a disaster.  For more information on the disaster process, https://www.fema.gov",string,2,1,5b621f3a247de5c0467d69ce6af696d5,2019-11-22T00:11:53.616Z
openfema-22,EmergencyManagementPerformanceGrants,empgTotalFunding,EMPG Total Funding,Total funding amount for the program,number,8,1,3a9d182962c58aa8b4356c96193cd527,2019-11-22T00:11:53.616Z
openfema-23,IndividualAssistanceHousingRegistrantsLargeDisasters,specialNeeds,Special Needs Indicator,Applicant requires special accommodations to use FEMA assistance,boolean,8,1,fca19f67e677825ba12c48bf0dea54d0,2019-11-22T00:11:53.621Z
openfema-22,EmergencyManagementPerformanceGrants,projectType,Project Type,General description of project,string,5,1,5091d3d6a8fc2501cb70ac9befa26210,2019-11-22T00:11:53.616Z
openfema-23,IndividualAssistanceHousingRegistrantsLargeDisasters,damagedStateAbbreviation,Damaged State Abbreviation,Damaged Dwelling State Abbreviation,string,4,1,4c23c2a5430da0a5cce0fbdbe3b5276a,2019-11-22T00:11:53.621Z
openfema-22,EmergencyManagementPerformanceGrants,projectStartDate,Project Start Date,Begin date of the project,date,6,1,5b2783bbe60f1f832522d580fd1a9f53,2019-11-22T00:11:53.620Z
openfema-23,IndividualAssistanceHousingRegistrantsLargeDisasters,grossIncome,Gross Income,Self-reported Gross Income,number,7,1,457f862a6d699f82d2d0f9126f0186ff,2019-11-22T00:11:53.622Z
openfema-23,IndividualAssistanceHousingRegistrantsLargeDisasters,damagedZipCode,Damaged Zip Code,Damaged Dwelling Zip Code,string,5,1,e153a4b28c09d0517943b8c97644345f,2019-11-22T00:11:53.620Z
openfema-23,IndividualAssistanceHousingRegistrantsLargeDisasters,destroyed,Destroyed,Is structure permanently uninhabitable,boolean,16,1,82377f15a10073773274d5d2ee5008bf,2019-11-22T00:11:53.675Z
openfema-22,EmergencyManagementPerformanceGrants,projectEndDate,Project End Date,End date of the project,date,7,1,d9e1c8cf545970e4bbab028766778c09,2019-11-22T00:11:53.620Z
openfema-23,IndividualAssistanceHousingRegistrantsLargeDisasters,roofDamage,Roof Damage Indicator,Has the damage dwelling's roof been damaged,boolean,21,1,6fc27c99a42607ab5d611bcef0b9430a,2019-11-22T00:11:53.676Z
openfema-23,IndividualAssistanceHousingRegistrantsLargeDisasters,id,ID,Unique ID assigned to the record,string,1,1,e601eb973c9a848eca86080be4c82874,2019-11-22T00:11:53.621Z
openfema-23,IndividualAssistanceHousingRegistrantsLargeDisasters,foundationDamageAmount,Foundation Damage Amount,Foundation damage amount observed by FEMA,number,20,1,45e975d91b764a16c0df11a92c72055a,2019-11-22T00:11:53.676Z
openfema-23,IndividualAssistanceHousingRegistrantsLargeDisasters,tsaCheckedIn,TSA Checked In,Has applicant checked in to FEMA provided Temporary Sheltering Assistance facility,boolean,24,1,af5fb58530226c71c120a623ac01b959,2019-11-22T00:11:53.677Z
openfema-22,EmergencyManagementPerformanceGrants,reportingPeriod,Reporting Period,FEMA's reporting cycle based on the grant award period for a specific fiscal year,string,2,1,9ec26ae2c194e00a33fe52a4b6c0da4b,2019-11-22T00:11:53.622Z
openfema-1,PublicAssistanceFundedProjectsSummaries,lastRefresh,Last Refresh,Date the record was last updated in the API data store,date,10,1,919470d9806cc1fd8c2740fbaf1b00af,2019-11-22T00:11:53.563Z
openfema-23,IndividualAssistanceHousingRegistrantsLargeDisasters,householdComposition,Household Composition,Number of individuals living in household at time of damage,number,6,1,6d20c26ae664251667c605864c81f681,2019-11-22T00:11:53.622Z
openfema-1,PublicAssistanceFundedProjectsSummaries,applicantName,Applicant Name,Name of the entity requesting Public Assistance grant funding. (Eligible Public Assistance applicants are sub-grantees),string,6,1,fcfe609f96ec058ca9c64d628c0e6f1a,2019-11-22T00:11:53.565Z
openfema-23,IndividualAssistanceHousingRegistrantsLargeDisasters,ownRent,Owner or Renter,Applicant is Owner or Renter of Dwelling,string,9,1,4e1126df3de886a18eb3ec43a6dac710,2019-11-22T00:11:53.623Z
openfema-23,IndividualAssistanceHousingRegistrantsLargeDisasters,residenceType,Residence Type,Damaged Dwelling Residence Type,string,10,1,6f60750ff482e8cdebc36d914601d084,2019-11-22T00:11:53.672Z
openfema-15,NonDisasterAssistanceFirefighterGrants,vendorName,Vendor Name,"This term refers to the award recipient, as documented in IFMIS. This field is also known as 'Awardee', 'Grantee', 'Recipient' or 'Project' (the latter only in ARRA Reporting)",string,8,1,608b3e1f3c0f94a76554225a6b68158f,2019-11-22T00:11:53.565Z
openfema-23,IndividualAssistanceHousingRegistrantsLargeDisasters,damagedCity,Damaged City,Damaged Dwelling City,string,3,1,a793cdf6562397b5452adcb625b40a9c,2019-11-22T00:11:53.623Z
openfema-22,EmergencyManagementPerformanceGrants,id,ID,Unique ID assigned to the record,string,1,1,32ba8a5650f964d121f847879da11a3c,2019-11-22T00:11:53.620Z
openfema-23,IndividualAssistanceHousingRegistrantsLargeDisasters,inspected,Inspected Indicator,Has the applicant been inspected by FEMA,boolean,13,1,ce1796de2bf409a0b5ac561252f0a48e,2019-11-22T00:11:53.672Z
openfema-23,IndividualAssistanceHousingRegistrantsLargeDisasters,waterLevel,Water Level,Total depth of water in damaged dwelling,number,17,1,30b626756a37842cf869e4a6f175f2bc,2019-11-22T00:11:53.675Z
openfema-23,IndividualAssistanceHousingRegistrantsLargeDisasters,tsaEligible,Temporary Sheltering Assistance Eligible,Is applicant eligible for Temporary Sheltering Assistance,boolean,23,1,b7444ef9cb49f467e441ed79872f8352,2019-11-22T00:11:53.676Z
openfema-1,PublicAssistanceFundedProjectsSummaries,federalObligatedAmount,Federal Obligated Amount,"The Public Assistance grant funding available in dollars to the grantee (State), for sub-grantee approved Project Worksheets.",number,9,1,f5ce4dd4ab083e57e3d467f107140dd5,2019-11-22T00:11:53.565Z
openfema-23,IndividualAssistanceHousingRegistrantsLargeDisasters,roofDamageAmount,Roof Damage Amount,Roof damage amount observed by FEMA,number,22,1,49a9da22fb100362629d8da939105a88,2019-11-22T00:11:53.676Z
openfema-23,IndividualAssistanceHousingRegistrantsLargeDisasters,foundationDamage,Foundation Damage Indicator,Has the damaged dwelling's foundation been damaged,boolean,19,1,317ef4e13bf28d54c9e50e4b37d39f8b,2019-11-22T00:11:53.676Z
openfema-23,IndividualAssistanceHousingRegistrantsLargeDisasters,habitabilityRepairsRequired,Habitability Repairs Required,Are repairs required to make the dwelling habitable,boolean,15,1,b69fce75d476059c1c065058b5632758,2019-11-22T00:11:53.675Z
openfema-23,IndividualAssistanceHousingRegistrantsLargeDisasters,floodDamage,Flood Damage Indicator,Was damage caused by flooding,boolean,18,1,8887523fb9148914ca41cf8ea75c7dff,2019-11-22T00:11:53.675Z
openfema-23,IndividualAssistanceHousingRegistrantsLargeDisasters,rentalAssistanceEligible,Rental Assistance Eligible,Is applicant eligible for FEMA rental assistance,boolean,25,1,34449d7eb009d725e055e54505a5911b,2019-11-22T00:11:53.677Z
openfema-23,IndividualAssistanceHousingRegistrantsLargeDisasters,repairAmount,Repair Amount,Amount of Repair Assistance in dollars,number,28,1,b4fab3a05cddc2660302fc58cce059a9,2019-11-22T00:11:53.687Z
openfema-23,IndividualAssistanceHousingRegistrantsLargeDisasters,sbaEligible,Small Business Association Eligible,Is applicant eligible for a Small Business Association loan,boolean,31,1,716343698eeb85761456f353676cbc48,2019-11-22T00:11:53.730Z
openfema-23,IndividualAssistanceHousingRegistrantsLargeDisasters,replacementAssistanceEligible,Replacement Assistance Eligible,Is applicant eligible for FEMA assistance to replace the damaged dwelling,boolean,29,1,6ccdb4da2da4c30b943016324c20b1de,2019-11-22T00:11:53.729Z
openfema-23,IndividualAssistanceHousingRegistrantsLargeDisasters,rentalResourceZipCode,Rental Resource Zip Code,Rental Resource Zip Code,string,36,1,94f7228bf383f3f189b3ed0a2afa4dc3,2019-11-22T00:11:53.731Z
openfema-23,IndividualAssistanceHousingRegistrantsLargeDisasters,rentalResourceCity,Rental Resource City,Rental Resource City,string,34,1,f8d44b3389f9a80434d7986d15d08cb2,2019-11-22T00:11:53.730Z
openfema-23,IndividualAssistanceHousingRegistrantsLargeDisasters,primaryResidence,Primary Residence,Is the applicant's damaged dwelling his/her primary residence,boolean,37,1,11783c83ea2ba53ff0be4252a061377d,2019-11-22T00:11:53.731Z
openfema-23,IndividualAssistanceHousingRegistrantsLargeDisasters,personalPropertyEligible,Personal Property Eligible,Is the applicant eligible for FEMA's Other Needs Assistance (ONA) to cover damaged personal property,boolean,38,1,a4702e431196140edd899aa0389148e1,2019-11-22T00:11:53.737Z
openfema-23,IndividualAssistanceHousingRegistrantsLargeDisasters,ppfvl,Personal Property Verified Loss,FEMA Verified Loss captured during inspection of personal property,number,39,1,6302a4d012a6b184229ae75d44e56131,2019-11-22T00:11:53.737Z
openfema-23,IndividualAssistanceHousingRegistrantsLargeDisasters,rentalResourceStateAbbreviation,Rental Resource State Abbreviation,Rental Resource State Abbreviation,string,35,1,f28805982777fc6500f4abe4660098b0,2019-11-22T00:11:53.730Z
openfema-23,IndividualAssistanceHousingRegistrantsLargeDisasters,censusYear,Census Year,Census period used to obtain Census Block ID,number,41,1,9b9f58f3aeb18fed54643a3f5543a308,2019-11-22T00:11:53.737Z
openfema-23,IndividualAssistanceHousingRegistrantsLargeDisasters,censusBlockId,Census Block ID,"Address-based 15-character code that is the concatenation of fields consisting of the 2-character state FIPS code, the 3-character county FIPS code, the 6-character census tract code, and the 4-character tabulation block code. Please see: https://www.census.gov/geo/maps-data/data/baf_description.html CENSUS BLOCK ID MAY HAVE TO BE RE-FORMATTED IN EXCEL TO SEE THE ID CORRECTLY. CREATE A CUSTOM DATA TYPE WITH FIFTEEN HASH SYMBOLS: ###############",string,40,1,0d890674ff500f1cf9259c6899840311,2019-11-22T00:11:53.738Z
openfema-24,FemaWebDisasterSummaries,disasterNumber,Disaster Number,"Sequentially assigned number used to designate an event or incident declared as a disaster.  For more information on the disaster process, https://www.fema.gov",number,1,1,4a750449545673322c65906b7e3830e9,2019-11-22T00:11:53.738Z
openfema-24,FemaWebDisasterSummaries,totalAmountIhpApproved,Total Amount IHP Approved,"The total amount approved for the Individual and Households Program (IHP) in dollars. To learn more about the programs within IHP, please read the IHP Unified Guidance: https://www.fema.gov/media-library/assets/documents/124228",number,3,1,52e7cf36dca773c8f6e80d0c21b1ccac,2019-11-22T00:11:53.738Z
openfema-23,IndividualAssistanceHousingRegistrantsLargeDisasters,rentalAssistanceEndDate,Rental Assistance End Date,Final Month applicant received Rental Assistance,date,33,1,f2b08459685ad0939d4dd3995880184f,2019-11-22T00:11:53.739Z
openfema-24,FemaWebDisasterSummaries,totalObligatedAmountPa,Total Obligated Amount PA,"The Public Assistance grant funding available in dollars to the grantee (State), for sub-grantee approved Project Worksheets",number,6,1,cca06e4adff5b28fd230580480059489,2019-11-22T00:11:53.738Z
openfema-24,FemaWebDisasterSummaries,totalAmountOnaApproved,Total Amount ONA Approved,"The total amount approved for Other Needs Assistance (ONA) from the Individual and Households Program (IHP) in dollars. To learn more about the programs within IHP, please read the IHP Unified Guidance: https://www.fema.gov/media-library/assets/documents/124228",number,5,1,7d65ab42a98b9c8a8f68800f8aa2ce0d,2019-11-22T00:11:53.739Z
openfema-24,FemaWebDisasterSummaries,totalAmountHaApproved,Total Amount HA Approved,"The total amount approved for Housing Assistance (HA) from the Individual and Households Program (IHP) in dollars. To learn more about the programs within IHP, please read the IHP Unified Guidance: https://www.fema.gov/media-library/assets/documents/124228",number,4,1,7f99c007d5d7002ebe1bd3b0d74bb9e9,2019-11-22T00:11:53.738Z
openfema-24,FemaWebDisasterSummaries,paLoadDate,PA Load Date,The date the PA (Public Assistance) data was updated by NEMIS,date,9,1,b356910510573c68aab6c02d10085705,2019-11-22T00:11:53.787Z
openfema-24,FemaWebDisasterSummaries,totalObligatedAmountCategoryAb,Total Obligated Amount Category A and B,"The Public Assistance grant funding available in dollars to the grantee (State), for sub-grantee approved Project Worksheets in categories A and B, or Emergency Work. Category A: Debris removal; Category B: Emergency protective measures. To learn more about FEMA categories of work, visit: https://www.fema.gov/media-library/assets/documents/90743",number,7,1,dcb8d00345f28484c29d098ff21f3241,2019-11-22T00:11:53.739Z
openfema-24,FemaWebDisasterSummaries,id,ID,Unique ID assigned to the record that does not persist between data set refreshes,string,13,1,ea419e318ec9f1801d37d7c31b036415,2019-11-22T00:11:53.788Z
openfema-24,FemaWebDisasterSummaries,totalNumberIaApproved,Total Number IA Approved,The number of disaster assistance applications that were approved for Individual Assistance (IA),number,2,1,51a91b14b485a3ed5cc941526ae549aa,2019-11-22T00:11:53.739Z
openfema-25,FemaWebDisasterDeclarations,id,ID,Unique ID for the record that does not persist between data set refreshes,string,1,1,fa4791abdbcdfd7ff3ba72b50f0c0e7f,2019-11-22T00:11:53.789Z
openfema-23,IndividualAssistanceHousingRegistrantsLargeDisasters,replacementAmount,Replacement Amount,Amount of Replacement Assistance in dollars,number,30,1,cf6de2742272aa06d04d416fc2044502,2019-11-22T00:11:53.740Z
openfema-25,FemaWebDisasterDeclarations,declarationDate,Declaration Date,The date the disaster was declared,date,4,1,300495816b0e05c403ca1eee8983b4d7,2019-11-22T00:11:53.789Z
openfema-25,FemaWebDisasterDeclarations,disasterName,Disaster Name,"The proper name or description of the disaster, i.e. HURRICANE MARIA, FLOODING, SEVERE STORMS",string,5,1,b9ef6808ad92e5598c7d4e96555b342d,2019-11-22T00:11:53.793Z
openfema-25,FemaWebDisasterDeclarations,incidentType,Incident Type,"The specific category for the disaster, i.e. Coastal Storm, Drought, Flood, Snow, Hurricane, Wildfire",string,10,1,de491ad8ee020042759ee0a0008d4b3c,2019-11-22T00:11:53.794Z
openfema-25,FemaWebDisasterDeclarations,declarationType,Declaration Type,"Defines whether a disaster is a Major Disaster Declaration, Emergency Declaration, Fire Management Assistance Declaration, or Fire Suppression Authorization. For more information on the disaster process, please visit: https://www.fema.gov",string,3,1,48b809fdc65defe1e64651a534e37508,2019-11-22T00:11:53.789Z
openfema-25,FemaWebDisasterDeclarations,stateCode,State Code,"Two letter code for U.S. states, districts, and territories",string,8,1,40af9aecced5cb9c85cff32c03c99021,2019-11-22T00:11:53.794Z
openfema-25,FemaWebDisasterDeclarations,incidentEndDate,Incident End Date,The date the incident itself ended,date,7,1,53be677c6e11b013c90575e82746af42,2019-11-22T00:11:53.793Z
openfema-23,IndividualAssistanceHousingRegistrantsLargeDisasters,floodInsurance,Flood Insurance Indicator,Does the applicant have flood insurance,boolean,12,1,cfc2220c5736ff0444584282e16a180a,2019-11-22T00:11:53.687Z
openfema-25,FemaWebDisasterDeclarations,incidentBeginDate,Incident Begin Date,The date the incident itself began,date,6,1,a3ca69ccb1afb25411a9322ade9d2e64,2019-11-22T00:11:53.793Z
openfema-23,IndividualAssistanceHousingRegistrantsLargeDisasters,repairAssistanceEligible,Repair Assistance Eligible,Is applicant eligible for FEMA assistance to repair the damaged dwelling,boolean,27,1,6bc2045461fa4b13cefc87a6ccdd0fb5,2019-11-22T00:11:53.684Z
openfema-23,IndividualAssistanceHousingRegistrantsLargeDisasters,rentalAssistanceAmount,Rental Assistance Amount,Amount of Rental Assistance in dollars,number,26,1,33e64532780290fe21de37f76760da99,2019-11-22T00:11:53.688Z
openfema-23,IndividualAssistanceHousingRegistrantsLargeDisasters,renterDamageLevel,Renter Damage Level,"Level of Damage: Moderate, Major, Destroyed",string,32,1,dfbb00b492a9f010f3cd0edb92be05b3,2019-11-22T00:11:53.739Z
openfema-23,IndividualAssistanceHousingRegistrantsLargeDisasters,homeOwnersInsurance,Home Owners Insurance,Does the applicant have Home Owner's Insurance,boolean,11,1,26bfebc8f7d2f7e293c521769ad6a4f9,2019-11-22T00:11:53.687Z
openfema-23,IndividualAssistanceHousingRegistrantsLargeDisasters,rpfvl,RPFVL,Real property damage amount observed by FEMA,number,14,1,7985fc71d8d5ab2fc88c49911201cdc6,2019-11-22T00:11:53.687Z
openfema-25,FemaWebDisasterDeclarations,stateName,State Name,"The name of phrase describing the U.S. state, district, or territory",string,9,1,0cf94c77deaeddf5a2cdbda50ac84571,2019-11-22T00:11:53.794Z
openfema-24,FemaWebDisasterSummaries,hash,hash,MD5 hash of fields and values of the record,string,11,1,8128cfdfc9252ec80d6a14118145e395,2019-11-22T00:11:53.795Z
openfema-25,FemaWebDisasterDeclarations,lastRefresh,Last Refresh,Date the record was last updated in the API data store,date,15,1,774add6572d1fc574d7de00a6d6ae7b6,2019-11-22T00:11:53.795Z
openfema-26,FemaWebDeclarationAreas,disasterNumber,Disaster Number,Sequentially assigned number used to designate an event or incident declared as a disaster,number,2,1,2955db9cfdf27fa8b0eba2fb1d5ac5d6,2019-11-22T00:11:53.849Z
openfema-25,FemaWebDisasterDeclarations,disasterNumber,Disaster Number,"Sequentially assigned number used to designate an event or incident declared as a disaster.  For more information on the disaster process, https://www.fema.gov",number,2,1,9ccc2a04c004a04f86d879f7a9798941,2019-11-22T00:11:53.795Z
openfema-26,FemaWebDeclarationAreas,placeCode,Place Code,A FEMA designated 6-digit numerical code used to identify areas which are eligible for a specific type of disaster assistance,string,7,1,506cf3d62e592f803c8fbc781dde8bc5,2019-11-22T00:11:53.849Z
openfema-24,FemaWebDisasterSummaries,totalObligatedAmountCatC2g,Total Obligated Amount Category C to G,"The Public Assistance grant funding available in dollars to the grantee (State), for sub-grantee approved Project Worksheets in categories C through G, or Permanent Work. Category C: Roads and bridges; Category D: Water control facilities; Category E: Public buildings and contents; Category F: Public utilities; Category G: Parks, recreational, and other facilities. To learn more about FEMA categories of work, visit: https://www.fema.gov/media-library/assets/documents/90743",number,8,1,f53ef3a0138c423a6964bcd4920e6f4f,2019-11-22T00:11:53.796Z
openfema-26,FemaWebDeclarationAreas,designatedDate,Designated Date,The date a disaster was officially designated,date,9,1,48e475e6995497546446cc1b673f542a,2019-11-22T00:11:53.850Z
openfema-24,FemaWebDisasterSummaries,lastRefresh,Last Refresh,Date the record was last updated in the API data store,date,12,1,7647ca00314936bf8ea67160fd92a8a7,2019-11-22T00:11:53.796Z
openfema-26,FemaWebDeclarationAreas,closeoutDate,Closeout Date,"The official closeout date of a disaster, after which, one can no longer apply for assistance",date,12,1,88e8242519827cc10085a5aa82632569,2019-11-22T00:11:53.851Z
openfema-26,FemaWebDeclarationAreas,id,ID,Unique ID for the record that does not persist between data set refreshes,string,1,1,29b150b680412b631e64987d511b244c,2019-11-22T00:11:53.846Z
openfema-27,HazardMitigationAssistanceProjects,state,State,"Full name of the State (e.g., Virginia) associated with the project",string,4,1,1ba757cbdc7f3f0e356321ad91e5d8b9,2019-11-22T00:11:53.857Z
openfema-26,FemaWebDeclarationAreas,programTypeDescription,Program Type Description,"The written description of the program type code, i.e. PA-A - Debris Removal",string,4,1,224cc661d81392e6d58cd7f545301f58,2019-11-22T00:11:53.849Z
openfema-26,FemaWebDeclarationAreas,lastRefresh,Last Refresh,Date the record was last updated in the API data store,date,14,1,8c4e3e0102f07b7db051287a3a3043cc,2019-11-22T00:11:53.858Z
openfema-26,FemaWebDeclarationAreas,entryDate,Entry Date,The date the disaster areas were first entered into the NEMIS system,date,10,1,a723db06aa4158399e4a40001f4867ca,2019-11-22T00:11:53.849Z
openfema-26,FemaWebDeclarationAreas,programTypeCode,Program Type Code,"The code for the type of available disaster assistance, i.e. HM (Hazard Mitigation), PA (Public Assistance), IH (Individual Housing)",string,3,1,025ce751eb4b38e75ac049be41240755,2019-11-22T00:11:53.858Z
openfema-27,HazardMitigationAssistanceProjects,region,Region,Number (1-10) used to represent the Region associated with the project,number,2,1,a0a780357294a00587abf32a884d2b41,2019-11-22T00:11:53.850Z
openfema-25,FemaWebDisasterDeclarations,entryDate,Entry Date,The date the declared disaster was entered into NEMIS,date,11,1,64448a969bf0c7f2bf14a6bb6e952cb5,2019-11-22T00:11:53.794Z
openfema-25,FemaWebDisasterDeclarations,hash,Hash,MD5 Hash of the fields and values of the record,string,14,1,d534faa86018aba9b868d3aec7b372a7,2019-11-22T00:11:53.795Z
openfema-26,FemaWebDeclarationAreas,placeName,Place Name,"The name of the county associated with the place code, i.e. Mendocino (County), Corozal (Municipio)",string,8,1,786b31fac9f3af82f4ede15660e2862b,2019-11-22T00:11:53.850Z
openfema-25,FemaWebDisasterDeclarations,closeoutDate,Closeout Date,"The official closeout date of a disaster, after which, one can no longer apply for assistance",date,13,1,f05fbf7bfe7c980dc7e9e5e31bf05ded,2019-11-22T00:11:53.794Z
openfema-27,HazardMitigationAssistanceProjects,stateNumberCode,State Number Code,"FIPS code corresponding to the State (e.g., 51 represents Virginia/VA) associated with the project",string,3,1,aae9415643610c438d8b5845a653f347,2019-11-22T00:11:53.850Z
openfema-27,HazardMitigationAssistanceProjects,countyCode,County Code,"FIPS code uniquely identifying the primary county (e.g., 011 represents Broward County) associated with the project. Note, projects can be associated with more than one County (see the Project Counties field) and are often reported as Statewide (e.g., 000 represents Statewide)",string,5,1,1fa57a824bbde0096d8ac575c6084121,2019-11-22T00:11:53.850Z
openfema-24,FemaWebDisasterSummaries,iaLoadDate,IA Load Date,The date the IA (Individual Assistance) data was updated by NEMIS,date,10,1,fcc189edb2bda032b32b8519272a1d90,2019-11-22T00:11:53.795Z
openfema-26,FemaWebDeclarationAreas,updateDate,Update Date,The date the disaster areas were last updated by NEMIS,date,11,1,2762726cf751739af00bcd5afdfd622d,2019-11-22T00:11:53.850Z
openfema-27,HazardMitigationAssistanceProjects,dateApproved,Date Approved,"Date the project was approved by FEMA. For HMGP projects, this date is based on the Regional Director's signature date for the latest amendment that was approved",date,21,1,c4d528974befcf80d889e0c5159b1830,2019-11-22T00:11:53.900Z
openfema-26,FemaWebDeclarationAreas,stateName,State Name,"The name of phrase describing the U.S. state, district, or territory",string,6,1,3ff00339095dddc991d80f8805d57c5e,2019-11-22T00:11:53.857Z
openfema-27,HazardMitigationAssistanceProjects,projectTitle,Project Title,Title of the project,string,10,1,e8ced6febce93d6054a445d371596eb1,2019-11-22T00:11:53.900Z
openfema-26,FemaWebDeclarationAreas,hash,Hash,MD5 hash of fields and values of the record,string,13,1,aff11b7c962569f5a15168e4bd1e611c,2019-11-22T00:11:53.857Z
openfema-27,HazardMitigationAssistanceProjects,status,Status,"Current status of the project such as Approved, Awarded Obligated, Completed, Closed",string,14,1,f2df2787543d0a980746bfc6721206e5,2019-11-22T00:11:53.900Z
openfema-25,FemaWebDisasterDeclarations,updateDate,Update Date,The date the disaster declaration data was last updated by NEMIS,date,12,1,f0f270c7e3d3b078d0a074fa0336efab,2019-11-22T00:11:53.794Z
openfema-27,HazardMitigationAssistanceProjects,numberOfProperties,Number Of Properties,Proposed number of properties to be mitigated by the project,number,12,1,83a70c0e5f77334815548c59e4688e5a,2019-11-22T00:11:53.898Z
openfema-26,FemaWebDeclarationAreas,stateCode,State Code,"Two letter code for U.S. states, districts, and territories",string,5,1,1dbb0245544fe4b570bba31fcfd22ff1,2019-11-22T00:11:53.857Z
openfema-27,HazardMitigationAssistanceProjects,programArea,Program Area,"Hazard Mitigation Assistance grant program areas such as FMA - Flood Mitigation Assistance grant program, HMGP - Hazard Mitigation Grant Program, LPDM -Legislative Pre-disaster Mitigation grant program, PDM - Pre-disaster Mitigation grant program, RFC - Repetitive Flood Claims grant Program, SRL - Severe Repetitive Loss grant program",string,7,1,5a4e75588598e86af0e43d4f396fbcdc,2019-11-22T00:11:53.858Z
openfema-27,HazardMitigationAssistanceProjects,disasterNumber,Disaster Number,"Sequentially assigned number used to designate an event or incident declared as a disaster.  For more information on the disaster process, https://www.fema.gov",string,1,1,0514e3026f34ade1f5e534049f5dd06e,2019-11-22T00:11:53.857Z
openfema-27,HazardMitigationAssistanceProjects,projectIdentifier,Project Identifier,"Single-value that uniquely identifies the project. Disaster-based projects use the convention of DR-disaster number-project number-suffix (e.g., DR-1761-0001-M) while non-disaster projects use the unique project number (e.g., FMA-PJ-10-WA-2017-006)",string,8,1,00158268bcb294ee922907b730ba1186,2019-11-22T00:11:53.858Z
openfema-27,HazardMitigationAssistanceProjects,county,County,"Full name of the primary county (e.g., Broward) associated with the project. Note, projects can be associated with more than one county (see the Project Counties field) and are often reported as Statewide (e.g., 000 represents Statewide)",string,6,1,23fef61feea833f8cbb7cd05a9c1e725,2019-11-22T00:11:53.858Z
openfema-27,HazardMitigationAssistanceProjects,projectCounties,Project Counties,"County, or Counties, associated with the project.  When a project involves more than one county, a semicolon-delimited list of counties is displayed",string,11,1,18beb408b907de69c64312731c8af4ea,2019-11-22T00:11:53.899Z
openfema-28,HazardMitigationAssistanceMitigatedProperties,disasterNumber,Disaster Number,"Sequentially assigned number used to designate an event or incident declared as a disaster. For more information on the disaster process, https://www.fema.gov",number,1,1,241baca71f79ecfddd2cfd6920600b82,2019-11-22T00:11:53.905Z
openfema-27,HazardMitigationAssistanceProjects,costSharePercentage,Cost Share Percentage,Proposed percentage of the project cost to be covered by FEMA,number,16,1,6744d3f22f52557505d0634746678072,2019-11-22T00:11:53.905Z
openfema-27,HazardMitigationAssistanceProjects,dateInitiallyApproved,Date Initially Approved,"Date the project was initially approved by FEMA. For HMGP projects, this date is based on the Regional Director's signature date for the first amendment that was approved",date,20,1,97c5496bfb042643146cc965e5bc7495,2019-11-22T00:11:53.906Z
openfema-27,HazardMitigationAssistanceProjects,programFY,Program FY,"The fiscal year the disaster declaration date for disaster programs; the fiscal year from the Project Identifier for non-disaster programs (e.g., 2005 from PDMC-PJ-04-AL-2005-001)",number,19,1,17a713b25a2fd15e4e8266e61bc50e92,2019-11-22T00:11:53.906Z
openfema-28,HazardMitigationAssistanceMitigatedProperties,state,State,"Full name of the U.S. states, districts, and territories (e.g., Virginia) associated with the project",string,4,1,3a36823e1141877fbacaa7a1630fbe92,2019-11-22T00:11:53.906Z
openfema-27,HazardMitigationAssistanceProjects,grantee,Grantee,Name of the grantee (recipient) to which the grant is awarded. The grantee (recipient) is accountable for the use of the funds provided by FEMA and is responsible for disbursing those funds to the subgrantee (subrecipient),string,24,1,76a6f7953b796ba39ab41fbc14246b2b,2019-11-22T00:11:53.907Z
