Disaster,State,County,City,Zip Code,Valid Registrations,Total Inspected,Inspected with No Damage,Total with Moderate Damage,Total with Major Damage,Total with Substantial Damage,Approved for FEMA Assistance,Total Approved IHP Amount,Repair/Replace Amount,Rental Amount,Other Needs Amount,"Approved between $1 and $10,000","Approved between $10,001 and $25,000","Approved between $25,001 and Max",Total Max Grants
4341,FL,Hollywood Indian Reservation,HIALEAH,33012,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,HIALEAH,33013,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,HOLLYWOOD,33019,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,HOLLYWOOD,33020,13,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,HOLLYWOOD,33021,12,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,HOLLYWOOD,33023,2,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,HOLLYWOOD,33024,15,1,1,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,HOLLYWOOD,33029,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,HOLYYWOOD,33023,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,HOMESTEAD,33032,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,IMMOKALEE,34142,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,JACKSONVILLE,32207,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,JACKSONVILLE,32210,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,LAKELAND,33815,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,LAKE MARY,32746,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,LAUDERDALE LAKES,33309,2,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,LAUDERDALE LAKES,33311,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,LAUDERHILL,33313,3,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,LAUDERHILL,33319,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,LAUDERHILL,33351,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,MIA,33179,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,MIAMI,33055,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,MIAMI,33127,2,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,MIAMI,33131,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,MIAMI,33136,3,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,MIAMI,33138,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,MIAMI,33142,4,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,MIAMI,33147,5,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,MIAMI,33155,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,MIAMI,33156,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,MIAMI,33157,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,MIAMI,33161,3,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,MIAMI,33168,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,MIAMI,33169,4,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,MIAMI,33179,4,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,MIAMI,33186,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,MIAMI BEACH,33140,2,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,MIAMI BEACH,33141,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,MIAMI GARDENS,33054,2,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,MIAMI GARDENS,33055,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,MIAMI GARDENS,33056,3,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,MIAMI GARDENS,33169,2,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,MIRAMAR,33023,10,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,MIRAMAR,33025,7,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,MIRAMAR,33027,3,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,NM,33181,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,NORTH LAUDERDALE,33068,2,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,NORTH MIAMI,33161,3,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,NORTH MIAMI BEACH,33160,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,NORTH MIAMI BEACH,33162,2,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,OAKLAND PARK,33309,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,OAKLAND PARK,33334,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,OPA LOCKA,33054,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,OPA-LOCKA,33054,2,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,OPALOCKA,33054,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,ORLANDO,32826,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,ORLANDO,32839,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,PAHOKEE,33476,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,PALM BAY,32907,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,PALM BEACH,33480,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,PALM BEACH GARDENS,33418,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,PEMBROKE PINES,33023,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,PEMBROKE PINES,33024,2,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,PEMBROKE PINES,33025,3,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,PEMBROKE PINES,33027,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,PLANTATION,33317,2,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,PLANTATION,33322,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,POMPANO BEACH,33060,4,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,POMPANO BEACH,33062,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,POMPANO BEACH,33064,2,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,POMPANO BEACH,33068,2,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,POMPANO BEACH,33069,2,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,PREBROK PINE,33025,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,RIVIERA BEACH,33404,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,SUNNY ISLES BEACH,33160,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,SUNRISE,33313,2,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,SUNRISE,33323,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,SURFSIDE,33154,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,TAMARAC,33321,2,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,WEST PALM BEACH,33407,2,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,WEST PALM BEACH,33415,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,WEST PALM BEACH,33417,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Hollywood Indian Reservation,WEST PARK,33023,3,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Immokalee Indian Reservation,BONITA SPRINGS,34135,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Immokalee Indian Reservation,CAPE CORAL,33990,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Immokalee Indian Reservation,CLEWISTON,33440,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Immokalee Indian Reservation,DELRAY BEACH,33445,2,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Immokalee Indian Reservation,DUNEDIN,34698,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Immokalee Indian Reservation,FORT MYERS,33905,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Immokalee Indian Reservation,FORT MYERS,33916,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Immokalee Indian Reservation,HOLIDAY,34690,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Immokalee Indian Reservation,IMMOKALEE,34142,6,1,1,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Immokalee Indian Reservation,LAKELAND,33801,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Immokalee Indian Reservation,LAKELAND,33809,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Immokalee Indian Reservation,LARGO,33770,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Immokalee Indian Reservation,LARGO,33771,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Immokalee Indian Reservation,LAUDERHILL,33313,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Immokalee Indian Reservation,LEHIGH ACRES,33936,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Immokalee Indian Reservation,LEHIGH ACRES,33973,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Immokalee Indian Reservation,LEHIGH ACRES,33974,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Immokalee Indian Reservation,LEHIGH ACRES,33976,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Immokalee Indian Reservation,MAITLAND,32751,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Immokalee Indian Reservation,MIAMI,33142,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Immokalee Indian Reservation,MIAMI,33172,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Immokalee Indian Reservation,MIAMI,33182,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Immokalee Indian Reservation,MIAMI,33186,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Immokalee Indian Reservation,NAPLES,34102,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Immokalee Indian Reservation,NAPLES,34104,2,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Immokalee Indian Reservation,NAPLES,34109,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Immokalee Indian Reservation,NAPLES,34112,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Immokalee Indian Reservation,NAPLES,34116,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Immokalee Indian Reservation,NAPLES,34120,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Immokalee Indian Reservation,NEW PORT RICHEY,34652,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Immokalee Indian Reservation,NORTH FORT MYERS,33903,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Immokalee Indian Reservation,NORTH LAUDERDALE,33068,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Immokalee Indian Reservation,OCHOPEE,34141,3,2,2,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Immokalee Indian Reservation,OCOEE,34761,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Immokalee Indian Reservation,ORLANDO,32809,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Immokalee Indian Reservation,ORLANDO,32839,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Immokalee Indian Reservation,SARASOTA,34242,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Immokalee Indian Reservation,WINTER HAVEN,33881,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,BOYTON BEACH,33426,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,BRADENTON,34203,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,BRADENTON,34207,2,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,BRADENTON,34210,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,BRADENTON,34212,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,BRANDON,33510,5,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,BRANDON,33511,10,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,CLEARWATER,33755,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,CLEARWATER,33756,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,CLEARWATER,33761,2,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,CLEARWATER,33763,4,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,CLEARWATER,33764,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,COUNTRY CLUB,33015,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,DAVENPORT,33837,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,DAYTONA BEACH,32114,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,DAYTONA BEACH,32117,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,DEERFIELD BEACH,33441,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,DE LAND,32724,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,DELRAY BEACH,33445,2,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,DUNEDIN,34698,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,ENGLEWOOD,34223,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,EUSTIS,32726,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,FORT MYERS,33908,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,GAINESVILLE,32641,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,GIBSONTON,33534,3,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,HAINES CITY,33844,2,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,HIALEAH,33016,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,HOLIDAY,34690,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,HOMESTEAD,33030,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,HOMESTEAD,33035,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,JACKSONVILLE,32205,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,JACKSONVILLE,32208,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,JACKSONVILLE,32209,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,JACKSONVILLE,32210,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,JACKSONVILLE,32244,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,JACKSONVILLE,32246,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,JACKSONVILLE,32277,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,KEYSTONE HEIGHTS,32656,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,KISSIMMEE,34741,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,KISSIMMEE,34759,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,LA,33801,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,LAKE CITY,32025,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,LAKELAND,33801,2,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,LAKELAND,33803,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,LAKELAND,33805,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,LAKELAND,33809,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,LAKELAND,33811,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,LAKELAND,33815,2,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,LAKE WORTH,33460,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,LAND O LAKES,34639,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,LARGO,33770,3,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,LARGO,33771,2,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,LARGO,33773,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,LARGO,33774,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,LUTZ,33549,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,LUTZ,33559,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,MADERIA BEACH,33708,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,MIAMI,33128,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,MIAMI,33135,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,MIAMI,33138,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,MIAMI,33142,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,MIAMI,33161,2,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,NEW PORT RICHEY,34653,2,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,NORTH MIAMI,33161,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,NORTH PORT,34286,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,NORTH PORT,34289,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,OCALA,34472,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,OCALA,34475,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,OCALA,34482,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,OPA LOCKA,33056,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,ORLANDO,32805,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,ORLANDO,32807,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,ORLANDO,32808,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,ORLANDO,32809,2,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,ORLANDO,32811,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,ORLANDO,32819,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,ORLANDO,32836,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,ORLANDO,32839,2,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,OVIEDO,32765,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
4341,FL,Tampa Reservation,PALM BAY,32907,1,0,0,0,0,0,0, $-   , $-   , $-   ,$0 ,0,0,0,0
